claim_number,age_of_driver,sex,marital_status,safety_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,police_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
18753,70,F,1,91,127345,1,0,Own,50027,2019-01-04,Friday,Parking Lot,0,1,34,Phone,1,3304.62,5,Medium,18690.93,blue,2187,0
18754,50,M,1,74,110600,1,1,Own,20152,2019-08-26,Monday,Parking Lot,0,0,5,Broker,1,3322.66,1,Medium,46015.33,white,1580,0
18755,70,M,0,74,127455,1,0,Own,85023,2019-06-12,Wednesday,Local,0,0,51,Phone,0,9679.30,7,Medium,27791.7,other,1616,0
18756,58,F,1,42,118100,0,0,Rent,85004,2019-11-27,Wednesday,Local,0,0,93,Broker,0,5510.30,4,Compact,21273.69,silver,1258,0
18757,50,F,0,77,110610,1,0,Rent,50009,2019-10-28,Monday,Parking Lot,1,0,70,Phone,0,2787.30,5,Compact,31569.33,white,1441,0
18758,29,M,1,64,83315,1,1,Rent,50055,2019-05-13,Monday,Highway,1,0,50,Online,1,1811.04,9,Large,25373.81,white,3117,0
18759,39,F,1,79,98235,1,0,Own,15020,2019-05-25,Saturday,Parking Lot,3,0,94,Broker,1,3663.29,4,Compact,12433.49,silver,1122,1
18760,48,F,0,84,108505,1,0,Own,50048,2019-04-06,Saturday,Highway,0,0,91,Phone,0,2463.43,3,Compact,4520.72,white,1428,0
18761,29,M,1,68,83455,0,0,Rent,15044,2019-04-21,Sunday,Highway,1,0,67,Online,1,3212.77,6,Medium,15220.54,white,2720,0
18762,48,F,1,75,108590,1,1,Own,15046,2020-01-31,Friday,Local,1,0,96,Online,0,4063.73,7,Medium,29159.17,white,1939,0
18763,54,F,1,61,114365,1,1,Rent,80018,2019-11-25,Monday,Local,0,0,28,Broker,1,5982.09,7,Compact,35241.34,gray,1138,0
18764,38,F,0,61,96815,1,1,Own,80030,2019-01-30,Wednesday,Parking Lot,0,0,87,Phone,0,4224.08,6,Compact,37077.69,white,1477,0
18765,56,F,1,71,116290,0,0,Own,50054,2020-04-29,Wednesday,Local,0,0,3,Phone,1,6522.28,5,Compact,28067.65,black,1373,0
18766,25,M,1,88,75890,1,1,Rent,85027,2020-09-09,Wednesday,Local,0,0,51,Online,1,3422.58,8,Medium,61143.9,other,2866,0
18767,31,M,1,74,86735,1,1,Own,20107,2020-06-24,Wednesday,Highway,0,0,5,Broker,0,4512.00,4,Medium,24752.2,blue,2714,0
18768,68,F,0,79,125945,0,1,Own,80024,2020-06-30,Tuesday,Local,0,0,25,Online,1,2066.64,4,Large,12360.59,red,3692,0
18769,35,M,1,41,92740,0,1,Own,,2019-01-11,Friday,Other,0,0,31,Phone,1,3695.77,3,Large,7114.25,red,4307,0
18770,32,M,1,54,88305,1,0,Own,85063,2019-09-04,Wednesday,Local,0,0,92,Phone,1,4930.81,5,Medium,28414.03,black,2528,0
18771,42,M,0,79,101890,1,0,Own,85055,2019-12-14,Saturday,Parking Lot,5,1,77,Broker,1,8078.52,3,Medium,15711.12,other,2176,1
18772,62,M,1,91,121335,0,0,Rent,20155,2019-10-21,Monday,Highway,0,0,4,Phone,0,3983.87,7,Large,11671.12,black,4074,0
18773,31,M,0,97,86730,,0,Own,85045,2020-08-27,Thursday,Local,0,1,60,Broker,1,3005.30,4,Large,35302.38,white,3758,0
18774,39,F,1,93,98160,1,0,Own,50009,2020-07-03,Friday,Highway,0,0,0,Broker,1,14000.05,6,Compact,25770,gray,1364,0
18775,30,F,1,65,85055,0,1,Rent,50009,2020-07-02,Thursday,Highway,0,0,24,Broker,1,8116.73,3,Medium,21723.2,blue,2205,1
18776,60,F,1,51,119780,0,0,Rent,15012,2020-04-07,Tuesday,Local,0,1,89,Broker,1,6170.37,7,Medium,26883.38,other,2176,0
18777,30,M,0,90,84995,1,1,Own,20152,2020-05-31,Sunday,Local,0,0,5,Phone,1,1787.33,2,Large,30565.7,white,3424,1
18778,66,F,1,65,124490,0,0,Rent,20134,2020-01-01,Wednesday,Local,0,1,50,Broker,1,4009.44,7,Medium,21722.75,gray,2053,0
18779,35,F,1,86,92780,0,1,Own,20112,2019-11-28,Thursday,Highway,0,0,51,Phone,1,4618.08,8,Medium,18256.03,red,2733,0
18780,38,M,1,72,1968100,0,1,Own,15044,2020-06-24,Wednesday,Parking Lot,0,0,1,Broker,0,3863.07,3,Large,22438.97,silver,3129,0
18781,28,F,0,95,81520,1,1,Rent,,2019-10-08,Tuesday,Local,1,0,50,Online,1,2508.88,2,Medium,20768.43,blue,1953,0
18782,37,F,1,97,95525,1,1,Own,15010,2019-07-19,Friday,Highway,1,1,8,Broker,1,5808.32,6,Medium,46032.56,black,2690,0
18783,34,M,0,94,91350,1,1,Rent,15019,2019-02-11,Monday,Parking Lot,0,0,32,Broker,1,3851.67,3,Medium,,other,1862,0
18784,34,M,0,78,91285,0,1,Own,50009,2019-08-28,Wednesday,Highway,0,1,8,Phone,1,10542.16,5,Medium,19780.28,other,2928,0
18785,50,F,1,85,110535,1,1,Own,15021,2020-05-06,Wednesday,Parking Lot,0,0,99,Broker,1,4084.78,9,Medium,52449.77,gray,1648,0
18786,45,M,1,56,105340,0,1,Rent,20122,2019-11-10,Sunday,Parking Lot,0,0,47,Broker,0,8480.10,5,Medium,25182.68,other,1829,1
18787,56,M,0,29,116210,1,0,Own,85020,2020-06-25,Thursday,Local,1,0,51,Online,0,4743.96,7,Medium,14696.24,black,2792,0
18788,42,F,1,77,101830,1,1,Own,20109,2019-11-30,Saturday,Parking Lot,0,0,57,Broker,1,3138.32,4,Medium,10912.84,silver,2187,0
18789,33,M,0,83,89865,1,1,Rent,50054,2019-04-25,Thursday,Local,0,1,49,Phone,1,11960.85,7,Large,23111.95,silver,3563,0
18790,43,F,1,81,103145,1,1,Rent,15022,2020-11-11,Wednesday,Local,5,0,80,Phone,1,3712.48,3,Medium,14939.32,black,1743,1
18791,37,M,1,52,95545,1,0,Own,50001,2019-09-28,Saturday,Local,0,0,6,Broker,0,1370.45,3,Medium,21409.32,white,2948,0
18792,34,F,1,81,91315,1,0,Rent,50059,2020-04-16,Thursday,Highway,0,0,81,Broker,1,4827.71,4,Medium,14886.11,other,2787,0
18793,48,M,0,78,108515,1,1,Rent,80022,2019-03-27,Wednesday,Local,0,1,86,Broker,0,6896.04,3,Large,17428.26,white,3703,0
18794,47,F,1,48,107545,1,0,Own,50046,2020-07-27,Monday,Local,0,0,12,Phone,0,5102.67,7,Compact,10045.52,red,827,0
18795,47,F,1,77,107570,0,1,Own,80028,2020-07-25,Saturday,Parking Lot,0,0,51,Broker,1,1245.86,2,Medium,28941.39,white,2039,1
18796,48,M,1,88,108565,0,1,Own,50035,2020-01-19,Sunday,Local,1,0,50,Phone,0,3612.91,2,Medium,23689.97,blue,2731,1
18797,74,F,0,86,130170,1,0,Own,15026,2020-04-27,Monday,Local,0,0,92,Broker,1,1928.29,6,Medium,10752.82,blue,2140,0
18798,27,F,1,87,79810,1,0,Rent,80018,2019-12-11,Wednesday,Local,1,0,15,Online,1,6039.47,6,Medium,47509.35,black,1840,0
18799,44,M,1,82,104205,1,1,Own,15046,2019-12-22,Sunday,Local,0,0,28,Broker,1,9370.52,4,Large,23759.83,silver,5081,0
18800,31,M,0,83,86695,1,0,Rent,20149,2019-02-13,Wednesday,Local,0,1,75,Phone,1,2612.29,4,Compact,53661.17,red,1326,0
18801,50,M,1,63,110665,1,0,Own,20140,2020-07-01,Wednesday,Local,1,1,83,Phone,1,6034.59,4,Medium,7159.18,other,2305,0
18802,39,M,1,84,98260,1,0,Rent,50048,2020-01-09,Thursday,Local,0,0,95,Broker,1,5879.24,8,Medium,48483.87,gray,2205,0
18803,47,M,1,56,107510,1,1,Rent,50009,2020-11-16,Monday,Parking Lot,0,0,92,Broker,1,3800.78,4,Medium,6530.74,red,2782,0
18804,33,M,1,86,89805,1,1,Own,15034,2019-05-03,Friday,Parking Lot,0,0,43,Phone,0,3972.80,10,Medium,32479.72,blue,2209,0
18805,33,M,1,88,89785,0,1,Own,15046,2019-06-10,Monday,Local,0,1,92,Phone,0,6740.17,2,Medium,20738.05,red,1506,0
18806,51,F,0,81,111555,1,1,Own,15025,2020-01-29,Wednesday,Parking Lot,5,0,88,Broker,1,1909.60,5,Medium,29176.25,silver,2184,1
18807,38,F,1,86,96835,0,1,Own,15038,2019-04-05,Friday,Local,0,1,50,Online,0,2755.14,3,Medium,10353.65,white,1826,0
18808,143,M,0,89,103085,1,0,Rent,20104,2020-01-12,Sunday,Local,0,0,76,Phone,1,12117.00,4,Large,15181.95,black,3290,0
18809,30,M,0,75,85080,1,0,Own,80005,2019-11-20,Wednesday,Highway,0,0,100,Broker,0,4965.44,5,Large,19649.47,other,3160,0
18810,52,M,1,69,112535,1,1,Own,85004,2020-07-10,Friday,Parking Lot,4,0,12,Broker,1,2321.42,5,Medium,22468.28,other,2312,1
18811,39,F,0,93,98245,0,1,Rent,85083,2020-10-11,Sunday,Highway,0,0,1,Phone,0,4113.50,8,Large,15744.44,black,3630,0
18812,40,F,1,90,99470,1,0,Rent,50003,2019-05-30,Thursday,Local,1,1,88,Broker,1,4013.34,7,Large,23510.07,red,3197,0
18813,34,F,1,90,91285,1,1,Rent,15042,2019-03-15,Friday,Parking Lot,2,0,60,Phone,0,2278.10,7,Large,11783.6,red,4098,1
18814,41,F,1,58,100685,1,0,Own,20111,2019-11-26,Tuesday,Highway,1,0,43,Broker,0,8202.06,7,Medium,42095.21,black,2889,0
18815,31,F,1,71,86625,0,1,Rent,80004,2020-08-09,Sunday,Parking Lot,0,0,99,Broker,0,11300.27,9,Large,31354.4,blue,4243,0
18816,30,M,1,77,85065,1,1,Rent,85015,2018-12-20,Thursday,Local,0,1,16,Broker,0,4568.20,7,Medium,19280.94,red,2911,0
18817,46,M,1,74,106295,0,1,Own,80017,2019-04-28,Sunday,Parking Lot,0,0,52,Broker,1,8633.89,3,Medium,18412.51,red,2357,0
18818,38,F,0,71,96850,0,0,Own,20134,2020-02-24,Monday,Local,0,1,50,Broker,0,1800.35,5,Medium,21207.67,white,1540,0
18819,32,M,1,78,88215,1,0,Rent,80014,2019-11-19,Tuesday,Highway,4,0,73,Phone,1,2164.84,6,Medium,10885.04,white,2900,1
18820,41,F,1,42,100700,1,1,Rent,85019,2020-07-04,Saturday,Local,0,0,80,Phone,1,6799.80,6,Compact,11693.83,black,1477,0
18821,53,M,1,75,113520,0,1,Own,85019,2019-04-27,Saturday,Parking Lot,0,0,74,Phone,1,6760.55,3,Medium,36968.99,black,1539,0
18822,39,F,1,93,98155,1,0,Rent,15055,2020-04-11,Saturday,Local,0,0,78,Phone,1,1859.12,3,Medium,11235.71,silver,2901,0
18823,46,M,0,70,106375,1,1,Rent,20135,2019-09-27,Friday,Highway,0,0,35,Broker,0,7594.93,5,Medium,10048.5,other,2028,0
18824,45,F,1,90,105285,1,1,Own,80023,2019-12-22,Sunday,Highway,2,0,50,Broker,1,3897.39,5,Medium,11834.74,gray,1510,1
18825,49,F,1,74,109500,1,1,Own,85082,2020-02-06,Thursday,Parking Lot,1,0,95,Broker,1,3163.47,3,Medium,21147.05,silver,1668,0
18826,31,F,0,88,86710,1,1,Rent,20108,2019-12-06,Friday,Parking Lot,1,1,30,Broker,0,4792.79,5,Compact,7231.58,white,1376,1
18827,30,F,0,67,85205,0,0,Rent,85038,2020-01-19,Sunday,Local,0,0,93,Broker,1,4459.69,1,Medium,25670.81,other,2892,0
18828,42,M,1,79,101930,1,1,Rent,50020,2019-10-05,Saturday,Parking Lot,0,0,5,Broker,1,2785.99,4,Medium,7106.06,blue,2419,0
18829,73,F,1,70,129445,0,1,Rent,80027,2018-12-21,Friday,Highway,1,0,30,Broker,0,4097.22,2,Large,23996.17,silver,4452,0
18830,48,M,0,87,108555,0,1,Rent,85015,2019-12-01,Sunday,Local,0,1,17,Phone,0,5375.42,4,Medium,20874.35,silver,2142,0
18831,29,M,1,81,83370,1,1,Rent,20120,2020-01-10,Friday,Highway,0,0,1,Phone,1,4981.33,10,Medium,19374.85,black,2750,0
18832,35,F,1,86,92825,1,1,Rent,80003,2020-10-30,Friday,Parking Lot,0,0,92,Phone,0,7736.50,6,Medium,31608.86,gray,2176,0
18833,73,M,1,67,129560,1,0,Rent,50054,2020-03-29,Sunday,Local,0,0,3,Broker,0,5285.90,11,Large,8136.91,gray,3362,0
18834,58,F,1,67,117915,0,1,Own,15025,2019-09-19,Thursday,Highway,2,0,2,Phone,1,3916.35,0,Medium,21489.18,blue,1692,1
18835,55,M,0,74,115335,1,1,Own,50025,2020-04-06,Monday,Highway,0,0,100,Online,0,4279.76,9,Compact,2864.26,blue,1336,0
18836,34,M,0,56,91310,1,1,Own,50011,2020-10-31,Saturday,Local,0,1,50,Broker,1,4473.59,3,Medium,44031.25,red,2102,0
18837,44,M,0,71,104250,0,1,Own,15001,2020-04-18,Saturday,Local,2,0,47,Broker,1,4954.93,2,Medium,16808.28,other,1660,1
18838,32,F,0,74,88220,1,1,Own,85069,2020-06-30,Tuesday,Local,1,0,84,Phone,1,7855.90,2,Medium,12420.22,black,2174,0
18839,38,M,1,92,96825,0,1,Rent,50043,2019-05-31,Friday,Parking Lot,0,0,4,Online,0,6650.92,3,Compact,7473.73,black,1255,0
18840,51,M,0,79,111615,1,0,Rent,15025,2020-06-21,Sunday,Local,0,0,73,Broker,1,12026.84,3,Medium,37099.44,gray,2285,0
18841,146,F,1,73,106420,1,0,Own,80025,2019-07-18,Thursday,Local,0,0,50,Phone,0,7213.40,3,Medium,15020.76,black,1693,0
18842,45,M,1,95,105325,0,0,Own,50027,2019-06-05,Wednesday,Local,0,0,1,Phone,1,3751.13,2,Medium,22689.12,silver,1904,0
18843,37,M,1,44,95640,1,1,Rent,15047,2019-12-20,Friday,Local,0,0,49,Phone,1,4099.95,5,Medium,22564.14,white,1541,0
18844,26,F,1,70,77925,1,0,Rent,15001,2019-02-06,Wednesday,Parking Lot,1,0,76,Online,1,5345.32,3,Medium,26587.61,other,2975,0
18845,24,M,0,72,73925,0,1,Rent,15012,2020-07-09,Thursday,Parking Lot,3,0,14,Online,1,3963.36,4,Medium,11731.21,red,1750,1
18846,46,M,1,54,106380,1,1,Own,20151,2020-05-23,Saturday,Parking Lot,0,0,85,Phone,1,4871.03,2,Large,6795.3,other,3245,0
18847,27,F,1,89,79850,1,0,Rent,50020,2019-03-24,Sunday,Parking Lot,0,1,93,Online,0,7936.82,9,Medium,37606.14,gray,2211,0
18848,35,F,1,85,92775,0,1,Own,20101,2019-01-31,Thursday,Highway,0,0,72,Phone,1,4444.08,4,Medium,19622.99,silver,2910,1
18849,25,F,1,70,75845,0,0,Rent,85023,2020-08-07,Friday,Local,0,0,85,Online,1,8210.66,6,Large,44906.79,gray,4330,0
18850,139,M,1,68,98175,0,1,Rent,80046,2019-07-02,Tuesday,Parking Lot,0,0,30,Broker,0,9826.41,4,Medium,25374.59,silver,2152,0
18851,40,M,0,60,99410,1,1,Own,20142,2018-11-29,Thursday,Highway,0,0,10,Phone,0,1979.87,1,Compact,18908.69,blue,1113,0
18852,60,M,1,73,119720,1,0,Own,80022,2019-05-28,Tuesday,Local,0,0,50,Broker,1,3788.63,7,Medium,28029.73,red,2131,0
18853,141,M,1,72,100705,1,1,Rent,85018,2020-08-22,Saturday,Parking Lot,0,0,27,Phone,1,9074.22,5,Medium,57912.37,silver,1592,0
18854,31,F,0,60,86725,1,0,Rent,50054,2018-12-19,Wednesday,Parking Lot,1,0,34,Phone,1,3985.88,4,Medium,15391.36,gray,2319,1
18855,24,F,0,69,73925,1,1,Rent,85025,2019-03-22,Friday,Highway,1,1,81,Online,1,4750.74,4,Medium,20554.6,white,2482,0
18856,43,M,0,72,103030,1,1,Rent,50028,2020-04-28,Tuesday,Highway,0,0,39,Phone,1,3756.83,2,Medium,33989.07,black,3000,1
18857,55,F,0,82,115320,1,1,Rent,20158,2020-10-30,Friday,Local,0,0,78,Phone,0,2478.50,8,Compact,28390.65,white,1472,0
18858,40,M,0,83,99410,1,1,Own,80014,2019-04-16,Tuesday,Local,0,0,50,Phone,1,2984.42,8,Compact,15140.24,black,1405,0
18859,37,M,1,81,95505,1,0,Own,50039,2020-09-22,Tuesday,Highway,4,1,11,Online,1,5781.75,7,Compact,24156.15,blue,1011,1
18860,54,M,1,33,114495,1,0,Rent,20120,2019-03-02,Saturday,Highway,0,0,88,Broker,0,4395.09,6,Medium,38054.77,red,2303,0
18861,43,F,1,84,103125,1,1,Rent,15035,2020-04-24,Friday,Local,1,0,100,Broker,0,1839.16,5,Compact,17116.76,other,1413,1
18862,56,F,1,84,116230,0,1,Own,15010,2019-02-12,Tuesday,Parking Lot,0,0,62,Phone,0,2527.82,6,Compact,37869.83,red,1422,0
18863,46,F,1,58,106415,1,0,Own,50041,2020-06-14,Sunday,Local,1,0,95,Broker,1,5210.09,4,Large,39662.73,silver,3480,0
18864,62,F,1,94,121380,0,1,Own,15010,2020-11-22,Sunday,Parking Lot,2,0,62,Phone,1,3003.30,6,Medium,15267.42,black,2394,0
18865,42,M,1,67,101960,1,1,Own,20129,2019-11-18,Monday,Highway,0,1,50,Broker,0,2914.75,3,Medium,24798.28,gray,2515,0
18866,33,F,0,76,89765,0,0,Rent,15010,2019-09-08,Sunday,Local,0,1,50,Phone,1,5328.75,4,Medium,44456.33,white,2932,0
18867,76,F,0,77,131515,1,1,Own,80024,2018-12-02,Sunday,Parking Lot,2,0,19,Broker,1,6456.11,4,Medium,37721.47,red,2049,0
18868,25,M,1,82,75910,0,0,Rent,85035,2020-09-11,Friday,Local,0,0,99,Online,0,6481.48,3,Medium,9097.41,gray,2023,0
18869,40,F,1,60,99520,1,0,Rent,15047,2020-01-25,Saturday,Local,1,1,93,Broker,1,8709.80,2,Large,24310.43,other,3721,0
18870,36,M,1,71,94215,1,0,Own,85042,2020-10-16,Friday,Parking Lot,0,0,25,Broker,0,4951.58,3,Compact,48425.72,other,1491,0
18871,29,F,1,60,83340,1,0,Rent,20102,2020-08-19,Wednesday,Parking Lot,1,0,73,Online,1,5288.54,7,Medium,11041.64,white,1716,1
18872,52,F,0,97,112580,1,1,Own,20164,2020-09-22,Tuesday,Local,2,0,100,Broker,1,4616.75,5,Large,14372.71,gray,4785,0
18873,43,F,0,84,103040,1,0,Own,15006,2019-05-21,Tuesday,Highway,0,0,1,Broker,1,2810.63,6,Large,47450.47,gray,3868,0
18874,46,F,0,59,106510,1,0,Rent,85005,2020-03-03,Tuesday,Highway,3,1,37,Phone,1,1892.75,7,Medium,60300.12,silver,2391,1
18875,26,M,0,80,77885,1,1,Rent,20151,2020-04-21,Tuesday,Other,0,1,73,Online,0,2377.44,3,Medium,28835.81,other,2634,0
18876,50,M,1,72,110565,0,0,Rent,15017,2019-06-15,Saturday,Parking Lot,0,0,0,Broker,1,5134.99,7,Medium,43771.6,red,2521,0
18877,39,M,1,83,98250,1,1,Own,50048,2020-05-07,Thursday,Local,0,0,88,Phone,0,5040.58,6,Medium,25026.3,other,2145,0
18878,52,F,1,90,112525,0,0,Rent,80030,2018-12-29,Saturday,Highway,0,1,98,Phone,1,1746.46,1,Medium,17292.76,red,2348,0
18879,29,F,1,76,83295,0,0,Own,50025,2019-07-11,Thursday,Parking Lot,0,0,9,Online,0,4614.31,5,Medium,36344.28,other,2925,0
18880,49,F,1,77,109605,1,1,Rent,85080,2020-05-14,Thursday,Local,2,1,8,Broker,0,9622.33,6,Compact,26117.83,silver,1260,0
18881,39,F,1,94,98180,1,1,Rent,80011,2020-08-31,Monday,Parking Lot,1,0,10,Broker,0,6917.51,2,Medium,29863.58,red,2490,0
18882,25,M,0,80,75910,1,1,Rent,15014,2018-12-02,Sunday,Local,0,1,50,Online,0,5589.22,0,Compact,10372.5,red,1211,0
18883,49,M,1,86,109570,1,0,Own,80028,2019-03-12,Tuesday,Local,1,0,86,Phone,1,7107.52,8,Medium,22381.79,silver,2136,1
18884,40,F,0,80,99325,1,1,Own,50038,2019-12-31,Tuesday,Highway,0,1,55,Broker,1,5946.40,4,Medium,41976.96,silver,2489,0
18885,39,M,1,76,98155,1,0,Own,50049,2019-08-06,Tuesday,Parking Lot,1,0,77,Broker,1,9358.10,4,Medium,23638.13,blue,1564,0
18886,34,F,1,83,91295,1,0,Rent,85071,2019-03-21,Thursday,Highway,0,0,18,Broker,0,2599.53,3,Medium,6524.3,blue,2597,0
18887,147,M,1,91,107445,1,0,Rent,50013,2020-02-12,Wednesday,Local,1,1,50,Broker,0,5971.91,3,Medium,13755.42,black,1795,0
18888,38,F,1,61,96855,1,1,Rent,50052,2019-03-20,Wednesday,Parking Lot,0,0,6,Broker,1,2605.45,7,Medium,22078.28,silver,2569,1
18889,57,M,1,62,117135,1,1,Rent,20102,2020-09-01,Tuesday,Local,0,0,38,Broker,1,3146.80,5,Medium,33911.28,silver,1942,0
18890,42,M,1,40,101925,1,1,Own,50013,2020-04-14,Tuesday,Local,0,1,96,Broker,1,3089.67,7,Medium,24204.84,silver,1639,0
18891,32,F,1,81,88280,1,0,Rent,50002,2019-06-19,Wednesday,Local,0,1,100,Broker,1,8033.84,6,Compact,22350.65,other,1159,0
18892,48,F,0,95,108540,1,1,Rent,20135,2020-02-18,Tuesday,Local,0,0,86,Broker,1,3965.42,6,Medium,25289.51,silver,2500,0
18893,66,F,1,93,124405,1,1,Rent,20115,2020-06-03,Wednesday,Local,2,0,100,Broker,1,3990.07,5,Medium,44395.97,gray,1730,1
18894,159,M,1,88,118850,0,0,Rent,20152,2019-01-01,Tuesday,Highway,0,0,50,Broker,0,5543.09,7,Compact,6675.83,black,1493,0
18895,45,M,1,74,105350,1,0,Own,80046,2020-06-24,Wednesday,Local,0,1,93,Broker,0,2564.98,3,Medium,,other,1571,1
18896,57,M,1,69,117260,0,1,Rent,50011,2020-10-12,Monday,Parking Lot,0,0,95,Broker,0,5525.66,5,Large,18578.81,gray,3634,0
18897,43,F,1,58,103095,1,0,Own,15027,2019-10-23,Wednesday,Local,1,0,1,Broker,1,4871.43,1,Medium,19141.45,silver,2138,0
18898,44,F,1,90,104260,1,1,Own,85022,2020-10-28,Wednesday,Local,1,1,0,Broker,1,8520.64,5,Medium,10480.52,black,2148,0
18899,46,F,1,99,106435,0,1,Own,85050,2019-04-27,Saturday,Local,0,0,90,Broker,0,3252.84,1,Large,4854.35,silver,5176,1
18900,48,M,1,75,108540,1,0,Own,50014,2019-08-11,Sunday,Local,0,0,27,Broker,1,2668.70,7,Compact,28658.47,gray,938,0
18901,45,F,1,45,105375,1,1,Rent,80022,2019-02-15,Friday,Highway,1,0,61,Phone,1,8059.18,4,Medium,12626.72,black,2204,1
18902,42,F,1,88,101800,0,1,Rent,50009,2019-02-23,Saturday,Local,0,1,50,Broker,0,6644.81,3,Medium,8537.39,black,2278,0
18903,31,F,1,65,86655,1,1,Rent,20104,2020-11-04,Wednesday,Local,2,1,7,Online,1,3448.00,5,Medium,21656.93,silver,2629,1
18904,36,F,1,81,94140,0,1,Rent,50022,2020-10-31,Saturday,Highway,0,1,23,Phone,1,3978.19,2,Compact,16230.13,gray,1119,0
18905,43,M,1,75,102955,1,0,Own,85076,2019-09-17,Tuesday,Local,0,0,6,Broker,1,3303.43,4,Large,10797.48,red,3137,0
18906,51,F,1,71,111570,0,1,Own,80045,2019-09-10,Tuesday,Local,0,0,1,Phone,0,3604.75,2,Medium,47916.26,white,2576,0
18907,59,F,1,35,118845,1,1,Own,85010,2019-06-28,Friday,Parking Lot,1,0,19,Broker,1,2838.30,3,Medium,28330.91,white,2654,0
18908,55,M,1,73,115430,1,0,Own,85068,2020-02-07,Friday,Highway,0,1,86,Broker,1,5408.67,3,Large,21779.64,white,4009,0
18909,60,M,0,82,119745,0,0,Own,50027,2020-09-30,Wednesday,Local,0,1,100,Broker,0,6233.60,9,Medium,25379.31,white,2354,0
18910,28,F,1,68,81605,1,0,Rent,20152,2020-01-29,Wednesday,Local,2,0,100,Online,0,4033.63,2,Large,32718.43,gray,4216,0
18911,50,M,1,78,110585,1,1,Own,80005,2020-04-02,Thursday,Highway,0,0,95,Broker,1,4328.84,3,Large,18268.62,other,3147,0
18912,36,F,1,60,94115,1,1,Own,50001,2019-07-23,Tuesday,Parking Lot,1,0,11,Phone,1,2352.80,3,Medium,31201.81,silver,1737,1
18913,46,M,1,92,106435,0,1,Own,80102,2019-01-05,Saturday,Parking Lot,0,0,44,Broker,0,6936.04,5,Medium,16491.35,other,2338,0
18914,48,M,0,55,108590,1,0,Own,80030,2019-10-02,Wednesday,Parking Lot,0,1,50,Broker,0,8731.73,7,Large,38683.26,black,3462,0
18915,51,M,1,77,111550,1,1,Own,80028,2019-05-31,Friday,Local,0,0,91,Phone,1,7554.28,5,Medium,28518.95,gray,2283,0
18916,51,F,1,86,111570,1,0,Own,50034,2019-07-30,Tuesday,Local,1,1,28,Broker,1,4865.02,2,Large,23059.66,silver,3750,0
18917,50,M,1,72,110605,0,1,Own,85029,2019-05-16,Thursday,Local,0,0,56,Broker,0,6305.22,2,Large,13162.47,red,3621,0
18918,38,F,1,69,96840,1,1,Own,20120,2019-08-07,Wednesday,Local,0,1,50,Phone,0,3723.02,9,Medium,44771.14,gray,2729,0
18919,34,F,0,84,91270,1,1,Rent,15035,2020-05-08,Friday,Local,1,0,87,Broker,1,6376.13,3,Large,21149.42,gray,3139,0
18920,38,M,1,77,96805,,0,Own,,2020-08-06,Thursday,Parking Lot,0,0,51,Broker,1,8715.11,5,Medium,21541.04,blue,1525,0
18921,33,M,1,79,89875,1,0,Rent,50047,2020-08-16,Sunday,Local,1,0,50,Broker,1,8783.39,6,Medium,58768.99,other,2879,0
18922,34,F,0,73,91305,0,0,Rent,20108,2019-08-16,Friday,Parking Lot,0,0,3,Online,1,2222.50,3,Medium,46023.32,silver,1769,1
18923,50,F,1,77,110585,1,0,Own,20102,2018-12-24,Monday,Local,0,0,99,Broker,1,8648.91,3,Compact,41497.91,other,1331,0
18924,61,F,1,86,120530,1,1,Own,85038,2020-08-28,Friday,Local,0,1,99,Online,0,8695.26,7,Compact,32278.29,other,1107,0
18925,42,M,1,71,101915,0,0,Rent,85061,2020-04-21,Tuesday,Local,0,1,33,Phone,1,6321.14,7,Medium,15838.94,gray,1916,1
18926,34,M,0,73,91335,1,1,Own,80016,2019-03-18,Monday,Highway,0,1,100,Phone,1,5420.07,7,Medium,33763.21,other,1825,0
18927,40,M,0,84,99405,1,1,Own,20121,2019-07-09,Tuesday,Highway,0,0,65,Broker,0,7419.61,7,Medium,8693.42,silver,2754,0
18928,55,M,1,86,115360,1,0,Rent,20137,2019-11-12,Tuesday,Local,0,1,79,Phone,0,2717.10,7,Compact,7322.15,other,1176,0
18929,47,F,0,89,107485,0,0,Rent,50025,2019-10-20,Sunday,Parking Lot,0,0,4,Broker,1,5354.91,2,Medium,8703.16,other,2048,0
18930,42,F,1,66,2019150,0,0,Own,85033,2020-02-14,Friday,Local,0,1,50,Broker,0,4499.90,1,Medium,213001.37,white,2908,0
18931,156,F,0,88,116190,1,0,Own,85002,2020-02-16,Sunday,Local,2,0,66,Phone,1,2817.45,5,Medium,19233.15,blue,2459,1
18932,45,F,1,71,105345,1,1,Own,50049,2019-08-01,Thursday,Other,0,0,97,Broker,0,2038.61,9,Large,26367.89,black,3396,0
18933,34,F,1,89,91280,1,1,Rent,50047,2019-10-27,Sunday,Local,0,0,49,Phone,1,8508.42,2,Medium,30785.69,red,2389,0
18934,57,M,0,72,117105,0,1,Own,15035,2019-08-11,Sunday,Highway,0,1,35,Broker,0,2820.08,2,Medium,39310.51,other,1789,0
